"","HZ","date","expert","expert.date","p_cm_val","p_cm"
"34","GOMA","24-01-2020",13,"expert 13 24-01-2020",0,">=2"
"35","GOMA","17-01-2020",5,"expert 5 17-01-2020",0,">=2"
"36","GOMA","16-01-2020",12,"expert 12 16-01-2020",0.05,">=2"
"37","GOMA","22-01-2020",9,"expert 9 22-01-2020",0,">=2"
"38","GOMA","17-01-2020",1,"expert 1 17-01-2020",0,">=2"
"39","GOMA","16-01-2020",2,"expert 2 16-01-2020",0.15,">=2"
"40","GOMA","28-01-2020",14,"expert 14 28-01-2020",0,">=2"
"41","GOMA","15-01-2020",3,"expert 3 15-01-2020",0,">=2"
"42","GOMA","17-01-2020",4,"expert 4 17-01-2020",0.1,">=2"
"43","GOMA","21-01-2020",8,"expert 8 21-01-2020",0.1,">=2"
"44","GOMA","22-01-2020",11,"expert 11 22-01-2020",0.25,">=2"
"45","KALUNGUTA","24-01-2020",13,"expert 13 24-01-2020",0,">=2"
"46","KALUNGUTA","21-01-2020",8,"expert 8 21-01-2020",0.6,">=2"
"47","KALUNGUTA","17-01-2020",4,"expert 4 17-01-2020",0.75,">=2"
"48","KALUNGUTA","16-01-2020",2,"expert 2 16-01-2020",1,">=2"
"49","KALUNGUTA","17-01-2020",5,"expert 5 17-01-2020",0.85,">=2"
"50","KALUNGUTA","17-01-2020",1,"expert 1 17-01-2020",0.1,">=2"
"51","KALUNGUTA","28-01-2020",14,"expert 14 28-01-2020",0.8,">=2"
"52","KALUNGUTA","16-01-2020",12,"expert 12 16-01-2020",0.8,">=2"
"53","KALUNGUTA","22-01-2020",9,"expert 9 22-01-2020",0,">=2"
"54","KALUNGUTA","15-01-2020",3,"expert 3 15-01-2020",0.45,">=2"
"55","KALUNGUTA","22-01-2020",11,"expert 11 22-01-2020",0.8,">=2"
"56","KATWA","17-01-2020",1,"expert 1 17-01-2020",0.2,">=2"
"57","KATWA","16-01-2020",12,"expert 12 16-01-2020",0.95,">=2"
"58","KATWA","17-01-2020",5,"expert 5 17-01-2020",0.85,">=2"
"59","KATWA","21-01-2020",8,"expert 8 21-01-2020",0.75,">=2"
"60","KATWA","24-01-2020",13,"expert 13 24-01-2020",0.8,">=2"
"61","KATWA","22-01-2020",9,"expert 9 22-01-2020",0,">=2"
"62","KATWA","22-01-2020",11,"expert 11 22-01-2020",0.85,">=2"
"63","KATWA","16-01-2020",2,"expert 2 16-01-2020",1,">=2"
"64","KATWA","15-01-2020",3,"expert 3 15-01-2020",0.45,">=2"
"65","KATWA","17-01-2020",4,"expert 4 17-01-2020",0.95,">=2"
"66","KATWA","28-01-2020",14,"expert 14 28-01-2020",1,">=2"
"67","KAYNA","16-01-2020",12,"expert 12 16-01-2020",0.6,">=2"
"68","KAYNA","22-01-2020",9,"expert 9 22-01-2020",0,">=2"
"69","KAYNA","16-01-2020",2,"expert 2 16-01-2020",0.25,">=2"
"70","KAYNA","17-01-2020",1,"expert 1 17-01-2020",0.1,">=2"
"71","KAYNA","28-01-2020",14,"expert 14 28-01-2020",1,">=2"
"72","KAYNA","17-01-2020",5,"expert 5 17-01-2020",0.1,">=2"
"73","KAYNA","21-01-2020",8,"expert 8 21-01-2020",0.25,">=2"
"74","KAYNA","22-01-2020",11,"expert 11 22-01-2020",0.25,">=2"
"75","KAYNA","17-01-2020",4,"expert 4 17-01-2020",0.2,">=2"
"76","KAYNA","15-01-2020",3,"expert 3 15-01-2020",0,">=2"
"77","KAYNA","24-01-2020",13,"expert 13 24-01-2020",0.4,">=2"
"78","MABALAKO","24-01-2020",13,"expert 13 24-01-2020",0.8,">=2"
"79","MABALAKO","16-01-2020",12,"expert 12 16-01-2020",1,">=2"
"80","MABALAKO","28-01-2020",14,"expert 14 28-01-2020",0.85,">=2"
"81","MABALAKO","17-01-2020",4,"expert 4 17-01-2020",1,">=2"
"82","MABALAKO","17-01-2020",1,"expert 1 17-01-2020",0.95,">=2"
"83","MABALAKO","21-01-2020",8,"expert 8 21-01-2020",0.95,">=2"
"84","MABALAKO","17-01-2020",5,"expert 5 17-01-2020",1,">=2"
"85","MABALAKO","22-01-2020",9,"expert 9 22-01-2020",0.7,">=2"
"86","MABALAKO","15-01-2020",3,"expert 3 15-01-2020",1,">=2"
"87","MABALAKO","22-01-2020",11,"expert 11 22-01-2020",1,">=2"
"88","MABALAKO","16-01-2020",2,"expert 2 16-01-2020",1,">=2"
"89","MAMBASA","17-01-2020",4,"expert 4 17-01-2020",0.95,">=2"
"90","MAMBASA","17-01-2020",1,"expert 1 17-01-2020",0.9,">=2"
"91","MAMBASA","16-01-2020",12,"expert 12 16-01-2020",0.95,">=2"
"92","MAMBASA","16-01-2020",2,"expert 2 16-01-2020",0.9,">=2"
"93","MAMBASA","22-01-2020",9,"expert 9 22-01-2020",0.65,">=2"
"94","MAMBASA","22-01-2020",11,"expert 11 22-01-2020",0.5,">=2"
"95","MAMBASA","15-01-2020",3,"expert 3 15-01-2020",0.4,">=2"
"96","MAMBASA","28-01-2020",14,"expert 14 28-01-2020",0.4,">=2"
"97","MAMBASA","24-01-2020",13,"expert 13 24-01-2020",1,">=2"
"98","MAMBASA","21-01-2020",8,"expert 8 21-01-2020",0.65,">=2"
"99","MAMBASA","17-01-2020",5,"expert 5 17-01-2020",0.95,">=2"
"100","MANDIMA","21-01-2020",8,"expert 8 21-01-2020",0.65,">=2"
"101","MANDIMA","28-01-2020",14,"expert 14 28-01-2020",0.85,">=2"
"102","MANDIMA","17-01-2020",4,"expert 4 17-01-2020",0.6,">=2"
"103","MANDIMA","22-01-2020",11,"expert 11 22-01-2020",1,">=2"
"104","MANDIMA","17-01-2020",5,"expert 5 17-01-2020",0.55,">=2"
"105","MANDIMA","24-01-2020",13,"expert 13 24-01-2020",0.9,">=2"
"106","MANDIMA","17-01-2020",1,"expert 1 17-01-2020",0.9,">=2"
"107","MANDIMA","16-01-2020",12,"expert 12 16-01-2020",0.7,">=2"
"108","MANDIMA","15-01-2020",3,"expert 3 15-01-2020",1,">=2"
"109","MANDIMA","16-01-2020",2,"expert 2 16-01-2020",0.8,">=2"
"110","MANDIMA","22-01-2020",9,"expert 9 22-01-2020",0.65,">=2"
"111","MUSIENENE","17-01-2020",1,"expert 1 17-01-2020",0.1,">=2"
"112","MUSIENENE","16-01-2020",12,"expert 12 16-01-2020",0.75,">=2"
"113","MUSIENENE","17-01-2020",4,"expert 4 17-01-2020",0.75,">=2"
"114","MUSIENENE","17-01-2020",5,"expert 5 17-01-2020",0.5,">=2"
"115","MUSIENENE","16-01-2020",2,"expert 2 16-01-2020",0.65,">=2"
"116","MUSIENENE","24-01-2020",13,"expert 13 24-01-2020",0.4,">=2"
"117","MUSIENENE","22-01-2020",9,"expert 9 22-01-2020",0,">=2"
"118","MUSIENENE","15-01-2020",3,"expert 3 15-01-2020",0.15,">=2"
"119","MUSIENENE","22-01-2020",11,"expert 11 22-01-2020",0.75,">=2"
"120","MUSIENENE","28-01-2020",14,"expert 14 28-01-2020",0.9,">=2"
"121","MUSIENENE","21-01-2020",8,"expert 8 21-01-2020",0.45,">=2"
"122","BENI","15-01-2020",3,"expert 3 15-01-2020",0.05,">=6"
"123","BENI","16-01-2020",2,"expert 2 16-01-2020",0.3,">=6"
"124","BENI","16-01-2020",12,"expert 12 16-01-2020",1,">=6"
"125","BENI","17-01-2020",1,"expert 1 17-01-2020",0.7,">=6"
"126","BENI","17-01-2020",4,"expert 4 17-01-2020",0.65,">=6"
"127","BENI","17-01-2020",5,"expert 5 17-01-2020",1,">=6"
"128","BENI","21-01-2020",8,"expert 8 21-01-2020",0.5,">=6"
"129","BENI","22-01-2020",9,"expert 9 22-01-2020",0.5,">=6"
"130","BENI","22-01-2020",11,"expert 11 22-01-2020",1,">=6"
"131","BENI","24-01-2020",13,"expert 13 24-01-2020",1,">=6"
"132","BENI","28-01-2020",14,"expert 14 28-01-2020",1,">=6"
"133","BUNIA","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"134","BUNIA","16-01-2020",2,"expert 2 16-01-2020",0,">=6"
"135","BUNIA","16-01-2020",12,"expert 12 16-01-2020",0,">=6"
"136","BUNIA","17-01-2020",1,"expert 1 17-01-2020",0,">=6"
"137","BUNIA","17-01-2020",4,"expert 4 17-01-2020",0,">=6"
"138","BUNIA","17-01-2020",5,"expert 5 17-01-2020",0,">=6"
"139","BUNIA","21-01-2020",8,"expert 8 21-01-2020",0.2,">=6"
"140","BUNIA","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"141","BUNIA","22-01-2020",11,"expert 11 22-01-2020",0,">=6"
"142","BUNIA","24-01-2020",13,"expert 13 24-01-2020",0,">=6"
"143","BUNIA","28-01-2020",14,"expert 14 28-01-2020",0,">=6"
"144","BUTEMBO","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"145","BUTEMBO","16-01-2020",2,"expert 2 16-01-2020",0.25,">=6"
"146","BUTEMBO","16-01-2020",12,"expert 12 16-01-2020",0.6,">=6"
"147","BUTEMBO","17-01-2020",1,"expert 1 17-01-2020",0.1,">=6"
"148","BUTEMBO","17-01-2020",4,"expert 4 17-01-2020",0.75,">=6"
"149","BUTEMBO","17-01-2020",5,"expert 5 17-01-2020",0.75,">=6"
"150","BUTEMBO","21-01-2020",8,"expert 8 21-01-2020",0.35,">=6"
"151","BUTEMBO","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"152","BUTEMBO","22-01-2020",11,"expert 11 22-01-2020",0.15,">=6"
"153","BUTEMBO","24-01-2020",13,"expert 13 24-01-2020",0,">=6"
"154","BUTEMBO","28-01-2020",14,"expert 14 28-01-2020",0,">=6"
"155","GOMA","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"156","GOMA","16-01-2020",2,"expert 2 16-01-2020",0,">=6"
"157","GOMA","16-01-2020",12,"expert 12 16-01-2020",0,">=6"
"158","GOMA","17-01-2020",1,"expert 1 17-01-2020",0,">=6"
"159","GOMA","17-01-2020",4,"expert 4 17-01-2020",0,">=6"
"160","GOMA","17-01-2020",5,"expert 5 17-01-2020",0,">=6"
"161","GOMA","21-01-2020",8,"expert 8 21-01-2020",0,">=6"
"162","GOMA","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"163","GOMA","22-01-2020",11,"expert 11 22-01-2020",0,">=6"
"164","GOMA","24-01-2020",13,"expert 13 24-01-2020",0,">=6"
"165","GOMA","28-01-2020",14,"expert 14 28-01-2020",0,">=6"
"166","KALUNGUTA","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"167","KALUNGUTA","16-01-2020",2,"expert 2 16-01-2020",0.35,">=6"
"168","KALUNGUTA","16-01-2020",12,"expert 12 16-01-2020",0.4,">=6"
"169","KALUNGUTA","17-01-2020",1,"expert 1 17-01-2020",0,">=6"
"170","KALUNGUTA","17-01-2020",4,"expert 4 17-01-2020",0.15,">=6"
"171","KALUNGUTA","17-01-2020",5,"expert 5 17-01-2020",0.3,">=6"
"172","KALUNGUTA","21-01-2020",8,"expert 8 21-01-2020",0.2,">=6"
"173","KALUNGUTA","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"174","KALUNGUTA","22-01-2020",11,"expert 11 22-01-2020",0.1,">=6"
"175","KALUNGUTA","24-01-2020",13,"expert 13 24-01-2020",0,">=6"
"176","KALUNGUTA","28-01-2020",14,"expert 14 28-01-2020",0,">=6"
"177","KATWA","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"178","KATWA","16-01-2020",2,"expert 2 16-01-2020",0.05,">=6"
"179","KATWA","16-01-2020",12,"expert 12 16-01-2020",0.6,">=6"
"180","KATWA","17-01-2020",1,"expert 1 17-01-2020",0,">=6"
"181","KATWA","17-01-2020",4,"expert 4 17-01-2020",0.65,">=6"
"182","KATWA","17-01-2020",5,"expert 5 17-01-2020",0.35,">=6"
"183","KATWA","21-01-2020",8,"expert 8 21-01-2020",0.3,">=6"
"184","KATWA","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"185","KATWA","22-01-2020",11,"expert 11 22-01-2020",0.1,">=6"
"186","KATWA","24-01-2020",13,"expert 13 24-01-2020",0,">=6"
"187","KATWA","28-01-2020",14,"expert 14 28-01-2020",0.15,">=6"
"188","KAYNA","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"189","KAYNA","16-01-2020",2,"expert 2 16-01-2020",0.05,">=6"
"190","KAYNA","16-01-2020",12,"expert 12 16-01-2020",0.05,">=6"
"191","KAYNA","17-01-2020",1,"expert 1 17-01-2020",0,">=6"
"192","KAYNA","17-01-2020",4,"expert 4 17-01-2020",0,">=6"
"193","KAYNA","17-01-2020",5,"expert 5 17-01-2020",0,">=6"
"194","KAYNA","21-01-2020",8,"expert 8 21-01-2020",0,">=6"
"195","KAYNA","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"196","KAYNA","22-01-2020",11,"expert 11 22-01-2020",0,">=6"
"197","KAYNA","24-01-2020",13,"expert 13 24-01-2020",0,">=6"
"198","KAYNA","28-01-2020",14,"expert 14 28-01-2020",0.2,">=6"
"199","MABALAKO","15-01-2020",3,"expert 3 15-01-2020",1,">=6"
"200","MABALAKO","16-01-2020",2,"expert 2 16-01-2020",0.15,">=6"
"201","MABALAKO","16-01-2020",12,"expert 12 16-01-2020",0.6,">=6"
"202","MABALAKO","17-01-2020",1,"expert 1 17-01-2020",0.7,">=6"
"203","MABALAKO","17-01-2020",4,"expert 4 17-01-2020",1,">=6"
"204","MABALAKO","17-01-2020",5,"expert 5 17-01-2020",1,">=6"
"205","MABALAKO","21-01-2020",8,"expert 8 21-01-2020",0.85,">=6"
"206","MABALAKO","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"207","MABALAKO","22-01-2020",11,"expert 11 22-01-2020",1,">=6"
"208","MABALAKO","24-01-2020",13,"expert 13 24-01-2020",0.2,">=6"
"209","MABALAKO","28-01-2020",14,"expert 14 28-01-2020",0.1,">=6"
"210","MAMBASA","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"211","MAMBASA","16-01-2020",2,"expert 2 16-01-2020",0.1,">=6"
"212","MAMBASA","16-01-2020",12,"expert 12 16-01-2020",0.4,">=6"
"213","MAMBASA","17-01-2020",1,"expert 1 17-01-2020",0.45,">=6"
"214","MAMBASA","17-01-2020",4,"expert 4 17-01-2020",0.7,">=6"
"215","MAMBASA","17-01-2020",5,"expert 5 17-01-2020",0.8,">=6"
"216","MAMBASA","21-01-2020",8,"expert 8 21-01-2020",0.3,">=6"
"217","MAMBASA","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"218","MAMBASA","22-01-2020",11,"expert 11 22-01-2020",0,">=6"
"219","MAMBASA","24-01-2020",13,"expert 13 24-01-2020",0.85,">=6"
"220","MAMBASA","28-01-2020",14,"expert 14 28-01-2020",0,">=6"
"221","MANDIMA","15-01-2020",3,"expert 3 15-01-2020",1,">=6"
"222","MANDIMA","16-01-2020",2,"expert 2 16-01-2020",0.1,">=6"
"223","MANDIMA","16-01-2020",12,"expert 12 16-01-2020",0.3,">=6"
"224","MANDIMA","17-01-2020",1,"expert 1 17-01-2020",0.45,">=6"
"225","MANDIMA","17-01-2020",4,"expert 4 17-01-2020",0.4,">=6"
"226","MANDIMA","17-01-2020",5,"expert 5 17-01-2020",0,">=6"
"227","MANDIMA","21-01-2020",8,"expert 8 21-01-2020",0.4,">=6"
"228","MANDIMA","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"229","MANDIMA","22-01-2020",11,"expert 11 22-01-2020",0.5,">=6"
"230","MANDIMA","24-01-2020",13,"expert 13 24-01-2020",0.55,">=6"
"231","MANDIMA","28-01-2020",14,"expert 14 28-01-2020",0,">=6"
"232","MUSIENENE","15-01-2020",3,"expert 3 15-01-2020",0,">=6"
"233","MUSIENENE","16-01-2020",2,"expert 2 16-01-2020",0.05,">=6"
"234","MUSIENENE","16-01-2020",12,"expert 12 16-01-2020",0.2,">=6"
"235","MUSIENENE","17-01-2020",1,"expert 1 17-01-2020",0,">=6"
"236","MUSIENENE","17-01-2020",4,"expert 4 17-01-2020",0.55,">=6"
"237","MUSIENENE","17-01-2020",5,"expert 5 17-01-2020",0,">=6"
"238","MUSIENENE","21-01-2020",8,"expert 8 21-01-2020",0.15,">=6"
"239","MUSIENENE","22-01-2020",9,"expert 9 22-01-2020",0,">=6"
"240","MUSIENENE","22-01-2020",11,"expert 11 22-01-2020",0,">=6"
"241","MUSIENENE","24-01-2020",13,"expert 13 24-01-2020",0,">=6"
"242","MUSIENENE","28-01-2020",14,"expert 14 28-01-2020",0,">=6"
"243","BENI","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"244","BENI","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"245","BENI","16-01-2020",12,"expert 12 16-01-2020",0.7,">=10"
"246","BENI","17-01-2020",1,"expert 1 17-01-2020",0.3,">=10"
"247","BENI","17-01-2020",4,"expert 4 17-01-2020",0.3,">=10"
"248","BENI","17-01-2020",5,"expert 5 17-01-2020",0.65,">=10"
"249","BENI","21-01-2020",8,"expert 8 21-01-2020",0.3,">=10"
"250","BENI","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"251","BENI","22-01-2020",11,"expert 11 22-01-2020",1,">=10"
"252","BENI","24-01-2020",13,"expert 13 24-01-2020",1,">=10"
"253","BENI","28-01-2020",14,"expert 14 28-01-2020",0.8,">=10"
"254","BUNIA","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"255","BUNIA","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"256","BUNIA","16-01-2020",12,"expert 12 16-01-2020",0,">=10"
"257","BUNIA","17-01-2020",1,"expert 1 17-01-2020",0,">=10"
"258","BUNIA","17-01-2020",4,"expert 4 17-01-2020",0,">=10"
"259","BUNIA","17-01-2020",5,"expert 5 17-01-2020",0,">=10"
"260","BUNIA","21-01-2020",8,"expert 8 21-01-2020",0.1,">=10"
"261","BUNIA","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"262","BUNIA","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"263","BUNIA","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"264","BUNIA","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"265","BUTEMBO","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"266","BUTEMBO","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"267","BUTEMBO","16-01-2020",12,"expert 12 16-01-2020",0.3,">=10"
"268","BUTEMBO","17-01-2020",1,"expert 1 17-01-2020",0,">=10"
"269","BUTEMBO","17-01-2020",4,"expert 4 17-01-2020",0.2,">=10"
"270","BUTEMBO","17-01-2020",5,"expert 5 17-01-2020",0.15,">=10"
"271","BUTEMBO","21-01-2020",8,"expert 8 21-01-2020",0.25,">=10"
"272","BUTEMBO","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"273","BUTEMBO","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"274","BUTEMBO","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"275","BUTEMBO","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"276","GOMA","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"277","GOMA","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"278","GOMA","16-01-2020",12,"expert 12 16-01-2020",0,">=10"
"279","GOMA","17-01-2020",1,"expert 1 17-01-2020",0,">=10"
"280","GOMA","17-01-2020",4,"expert 4 17-01-2020",0,">=10"
"281","GOMA","17-01-2020",5,"expert 5 17-01-2020",0,">=10"
"282","GOMA","21-01-2020",8,"expert 8 21-01-2020",0,">=10"
"283","GOMA","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"284","GOMA","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"285","GOMA","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"286","GOMA","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"287","KALUNGUTA","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"288","KALUNGUTA","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"289","KALUNGUTA","16-01-2020",12,"expert 12 16-01-2020",0.15,">=10"
"290","KALUNGUTA","17-01-2020",1,"expert 1 17-01-2020",0,">=10"
"291","KALUNGUTA","17-01-2020",4,"expert 4 17-01-2020",0,">=10"
"292","KALUNGUTA","17-01-2020",5,"expert 5 17-01-2020",0,">=10"
"293","KALUNGUTA","21-01-2020",8,"expert 8 21-01-2020",0.05,">=10"
"294","KALUNGUTA","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"295","KALUNGUTA","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"296","KALUNGUTA","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"297","KALUNGUTA","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"298","KATWA","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"299","KATWA","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"300","KATWA","16-01-2020",12,"expert 12 16-01-2020",0.25,">=10"
"301","KATWA","17-01-2020",1,"expert 1 17-01-2020",0,">=10"
"302","KATWA","17-01-2020",4,"expert 4 17-01-2020",0.2,">=10"
"303","KATWA","17-01-2020",5,"expert 5 17-01-2020",0,">=10"
"304","KATWA","21-01-2020",8,"expert 8 21-01-2020",0.2,">=10"
"305","KATWA","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"306","KATWA","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"307","KATWA","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"308","KATWA","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"309","KAYNA","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"310","KAYNA","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"311","KAYNA","16-01-2020",12,"expert 12 16-01-2020",0,">=10"
"312","KAYNA","17-01-2020",1,"expert 1 17-01-2020",0,">=10"
"313","KAYNA","17-01-2020",4,"expert 4 17-01-2020",0,">=10"
"314","KAYNA","17-01-2020",5,"expert 5 17-01-2020",0,">=10"
"315","KAYNA","21-01-2020",8,"expert 8 21-01-2020",0,">=10"
"316","KAYNA","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"317","KAYNA","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"318","KAYNA","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"319","KAYNA","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"320","MABALAKO","15-01-2020",3,"expert 3 15-01-2020",1,">=10"
"321","MABALAKO","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"322","MABALAKO","16-01-2020",12,"expert 12 16-01-2020",0.2,">=10"
"323","MABALAKO","17-01-2020",1,"expert 1 17-01-2020",0.3,">=10"
"324","MABALAKO","17-01-2020",4,"expert 4 17-01-2020",0.9,">=10"
"325","MABALAKO","17-01-2020",5,"expert 5 17-01-2020",1,">=10"
"326","MABALAKO","21-01-2020",8,"expert 8 21-01-2020",0.65,">=10"
"327","MABALAKO","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"328","MABALAKO","22-01-2020",11,"expert 11 22-01-2020",1,">=10"
"329","MABALAKO","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"330","MABALAKO","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"331","MAMBASA","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
"332","MAMBASA","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"333","MAMBASA","16-01-2020",12,"expert 12 16-01-2020",0.05,">=10"
"334","MAMBASA","17-01-2020",1,"expert 1 17-01-2020",0.1,">=10"
"335","MAMBASA","17-01-2020",4,"expert 4 17-01-2020",0.35,">=10"
"336","MAMBASA","17-01-2020",5,"expert 5 17-01-2020",0.4,">=10"
"337","MAMBASA","21-01-2020",8,"expert 8 21-01-2020",0.1,">=10"
"338","MAMBASA","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"339","MAMBASA","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"340","MAMBASA","24-01-2020",13,"expert 13 24-01-2020",0.3,">=10"
"341","MAMBASA","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"342","MANDIMA","15-01-2020",3,"expert 3 15-01-2020",0.85,">=10"
"343","MANDIMA","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"344","MANDIMA","16-01-2020",12,"expert 12 16-01-2020",0.1,">=10"
"345","MANDIMA","17-01-2020",1,"expert 1 17-01-2020",0.1,">=10"
"346","MANDIMA","17-01-2020",4,"expert 4 17-01-2020",0,">=10"
"347","MANDIMA","17-01-2020",5,"expert 5 17-01-2020",0,">=10"
"348","MANDIMA","21-01-2020",8,"expert 8 21-01-2020",0.2,">=10"
"349","MANDIMA","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"350","MANDIMA","22-01-2020",11,"expert 11 22-01-2020",0.05,">=10"
"351","MANDIMA","24-01-2020",13,"expert 13 24-01-2020",0.05,">=10"
"352","MANDIMA","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"353","MUSIENENE","15-01-2020",3,"expert 3 15-01-2020",0,">=10"
