"","HZ","low_bin","high_bin","date","chips","expert","institution","last.in.field","experience.ide","p","chips.all.experts","p.all.experts","expert.date"
"406","MABALAKO",26,28,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"407","MABALAKO",26,28,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"408","MABALAKO",26,28,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"409","MABALAKO",28,30,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"410","MABALAKO",28,30,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"411","MABALAKO",28,30,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"412","MABALAKO",30,32,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"413","MABALAKO",30,32,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"414","MABALAKO",30,32,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"415","MABALAKO",32,34,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"416","MABALAKO",32,34,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"417","MABALAKO",32,34,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"418","MABALAKO",34,36,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"419","MABALAKO",34,36,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"420","MABALAKO",34,36,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"421","MABALAKO",36,38,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"422","MABALAKO",36,38,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"423","MABALAKO",36,38,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"424","MABALAKO",38,40,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"425","MABALAKO",38,40,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"426","MABALAKO",38,40,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"427","MABALAKO",4,6,"25-10-2019",5,"15","LSHTM","<2 weeks ago","<5 years",0.25,13,0.216666666666667,"expert 15 25-10-2019"
"428","MABALAKO",4,6,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,13,0.216666666666667,"expert 7 25-10-2019"
"429","MABALAKO",4,6,"25-10-2019",6,"12","LSHTM","<2 weeks ago",">5 years",0.3,13,0.216666666666667,"expert 12 25-10-2019"
"430","MABALAKO",40,42,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"431","MABALAKO",40,42,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"432","MABALAKO",40,42,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"433","MABALAKO",42,44,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"434","MABALAKO",42,44,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"435","MABALAKO",42,44,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"436","MABALAKO",44,46,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"437","MABALAKO",44,46,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"438","MABALAKO",44,46,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"439","MABALAKO",46,48,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"440","MABALAKO",46,48,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"441","MABALAKO",46,48,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"442","MABALAKO",48,50,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"443","MABALAKO",48,50,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"444","MABALAKO",48,50,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"445","MABALAKO",6,8,"25-10-2019",7,"12","LSHTM","<2 weeks ago",">5 years",0.35,12,0.2,"expert 12 25-10-2019"
"446","MABALAKO",6,8,"25-10-2019",2,"15","LSHTM","<2 weeks ago","<5 years",0.1,12,0.2,"expert 15 25-10-2019"
"447","MABALAKO",6,8,"25-10-2019",3,"7","LSHTM","<2 weeks ago","<5 years",0.15,12,0.2,"expert 7 25-10-2019"
"448","MABALAKO",8,10,"25-10-2019",3,"7","LSHTM","<2 weeks ago","<5 years",0.15,7,0.116666666666667,"expert 7 25-10-2019"
"449","MABALAKO",8,10,"25-10-2019",3,"12","LSHTM","<2 weeks ago",">5 years",0.15,7,0.116666666666667,"expert 12 25-10-2019"
"450","MABALAKO",8,10,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,7,0.116666666666667,"expert 15 25-10-2019"
"451","MAMBASA",0,2,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,9,0.15,"expert 7 25-10-2019"
"452","MAMBASA",0,2,"25-10-2019",5,"15","LSHTM","<2 weeks ago","<5 years",0.25,9,0.15,"expert 15 25-10-2019"
"453","MAMBASA",0,2,"25-10-2019",2,"12","LSHTM","<2 weeks ago",">5 years",0.1,9,0.15,"expert 12 25-10-2019"
"454","MAMBASA",10,12,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,2,0.0333333333333333,"expert 7 25-10-2019"
"455","MAMBASA",10,12,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,2,0.0333333333333333,"expert 15 25-10-2019"
"456","MAMBASA",10,12,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,2,0.0333333333333333,"expert 12 25-10-2019"
"457","MAMBASA",12,14,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,2,0.0333333333333333,"expert 15 25-10-2019"
"458","MAMBASA",12,14,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,2,0.0333333333333333,"expert 12 25-10-2019"
"459","MAMBASA",12,14,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,2,0.0333333333333333,"expert 7 25-10-2019"
"460","MAMBASA",14,16,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"461","MAMBASA",14,16,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"462","MAMBASA",14,16,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"463","MAMBASA",16,18,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"464","MAMBASA",16,18,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"465","MAMBASA",16,18,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"466","MAMBASA",18,20,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"467","MAMBASA",18,20,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"468","MAMBASA",18,20,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"469","MAMBASA",2,4,"25-10-2019",4,"7","LSHTM","<2 weeks ago","<5 years",0.2,17,0.283333333333333,"expert 7 25-10-2019"
"470","MAMBASA",2,4,"25-10-2019",8,"15","LSHTM","<2 weeks ago","<5 years",0.4,17,0.283333333333333,"expert 15 25-10-2019"
"471","MAMBASA",2,4,"25-10-2019",5,"12","LSHTM","<2 weeks ago",">5 years",0.25,17,0.283333333333333,"expert 12 25-10-2019"
"472","MAMBASA",20,22,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"473","MAMBASA",20,22,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"474","MAMBASA",20,22,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"475","MAMBASA",22,24,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"476","MAMBASA",22,24,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"477","MAMBASA",22,24,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"478","MAMBASA",24,26,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"479","MAMBASA",24,26,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"480","MAMBASA",24,26,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"481","MAMBASA",26,28,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"482","MAMBASA",26,28,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"483","MAMBASA",26,28,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"484","MAMBASA",28,30,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"485","MAMBASA",28,30,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"486","MAMBASA",28,30,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"487","MAMBASA",30,32,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"488","MAMBASA",30,32,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"489","MAMBASA",30,32,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"490","MAMBASA",32,34,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"491","MAMBASA",32,34,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"492","MAMBASA",32,34,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"493","MAMBASA",34,36,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"494","MAMBASA",34,36,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"495","MAMBASA",34,36,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"496","MAMBASA",36,38,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"497","MAMBASA",36,38,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"498","MAMBASA",36,38,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"499","MAMBASA",38,40,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"500","MAMBASA",38,40,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"501","MAMBASA",38,40,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"502","MAMBASA",4,6,"25-10-2019",4,"7","LSHTM","<2 weeks ago","<5 years",0.2,14,0.233333333333333,"expert 7 25-10-2019"
"503","MAMBASA",4,6,"25-10-2019",4,"15","LSHTM","<2 weeks ago","<5 years",0.2,14,0.233333333333333,"expert 15 25-10-2019"
"504","MAMBASA",4,6,"25-10-2019",6,"12","LSHTM","<2 weeks ago",">5 years",0.3,14,0.233333333333333,"expert 12 25-10-2019"
"505","MAMBASA",40,42,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"506","MAMBASA",40,42,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"507","MAMBASA",40,42,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"508","MAMBASA",42,44,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"509","MAMBASA",42,44,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"510","MAMBASA",42,44,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"511","MAMBASA",44,46,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"512","MAMBASA",44,46,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"513","MAMBASA",44,46,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"514","MAMBASA",46,48,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"515","MAMBASA",46,48,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"516","MAMBASA",46,48,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"517","MAMBASA",48,50,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"518","MAMBASA",48,50,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"519","MAMBASA",48,50,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"520","MAMBASA",6,8,"25-10-2019",2,"15","LSHTM","<2 weeks ago","<5 years",0.1,8,0.133333333333333,"expert 15 25-10-2019"
"521","MAMBASA",6,8,"25-10-2019",4,"12","LSHTM","<2 weeks ago",">5 years",0.2,8,0.133333333333333,"expert 12 25-10-2019"
"522","MAMBASA",6,8,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,8,0.133333333333333,"expert 7 25-10-2019"
"523","MAMBASA",8,10,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,4,0.0666666666666667,"expert 15 25-10-2019"
"524","MAMBASA",8,10,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,4,0.0666666666666667,"expert 7 25-10-2019"
"525","MAMBASA",8,10,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,4,0.0666666666666667,"expert 12 25-10-2019"
"526","MANDIMA",0,2,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"527","MANDIMA",0,2,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"528","MANDIMA",0,2,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"529","MANDIMA",10,12,"25-10-2019",2,"15","LSHTM","<2 weeks ago","<5 years",0.1,9,0.15,"expert 15 25-10-2019"
"530","MANDIMA",10,12,"25-10-2019",6,"12","LSHTM","<2 weeks ago",">5 years",0.3,9,0.15,"expert 12 25-10-2019"
"531","MANDIMA",10,12,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,9,0.15,"expert 7 25-10-2019"
"532","MANDIMA",12,14,"25-10-2019",2,"12","LSHTM","<2 weeks ago",">5 years",0.1,4,0.0666666666666667,"expert 12 25-10-2019"
"533","MANDIMA",12,14,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,4,0.0666666666666667,"expert 15 25-10-2019"
"534","MANDIMA",12,14,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,4,0.0666666666666667,"expert 7 25-10-2019"
"535","MANDIMA",14,16,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,4,0.0666666666666667,"expert 15 25-10-2019"
"536","MANDIMA",14,16,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,4,0.0666666666666667,"expert 7 25-10-2019"
"537","MANDIMA",14,16,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,4,0.0666666666666667,"expert 12 25-10-2019"
"538","MANDIMA",16,18,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,4,0.0666666666666667,"expert 7 25-10-2019"
"539","MANDIMA",16,18,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,4,0.0666666666666667,"expert 12 25-10-2019"
"540","MANDIMA",16,18,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,4,0.0666666666666667,"expert 15 25-10-2019"
"541","MANDIMA",18,20,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,3,0.05,"expert 12 25-10-2019"
"542","MANDIMA",18,20,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,3,0.05,"expert 7 25-10-2019"
"543","MANDIMA",18,20,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,3,0.05,"expert 15 25-10-2019"
"544","MANDIMA",2,4,"25-10-2019",2,"15","LSHTM","<2 weeks ago","<5 years",0.1,3,0.05,"expert 15 25-10-2019"
"545","MANDIMA",2,4,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,3,0.05,"expert 12 25-10-2019"
"546","MANDIMA",2,4,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,3,0.05,"expert 7 25-10-2019"
"547","MANDIMA",20,22,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,3,0.05,"expert 12 25-10-2019"
"548","MANDIMA",20,22,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,3,0.05,"expert 15 25-10-2019"
"549","MANDIMA",20,22,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,3,0.05,"expert 7 25-10-2019"
"550","MANDIMA",22,24,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,2,0.0333333333333333,"expert 15 25-10-2019"
"551","MANDIMA",22,24,"25-10-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,2,0.0333333333333333,"expert 7 25-10-2019"
"552","MANDIMA",22,24,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,2,0.0333333333333333,"expert 12 25-10-2019"
"553","MANDIMA",24,26,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"554","MANDIMA",24,26,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"555","MANDIMA",24,26,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"556","MANDIMA",26,28,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"557","MANDIMA",26,28,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"558","MANDIMA",26,28,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"559","MANDIMA",28,30,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"560","MANDIMA",28,30,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"561","MANDIMA",28,30,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"562","MANDIMA",30,32,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"563","MANDIMA",30,32,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"564","MANDIMA",30,32,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"565","MANDIMA",32,34,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"566","MANDIMA",32,34,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"567","MANDIMA",32,34,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"568","MANDIMA",34,36,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 7 25-10-2019"
"569","MANDIMA",34,36,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 15 25-10-2019"
"570","MANDIMA",34,36,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"571","MANDIMA",36,38,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"572","MANDIMA",36,38,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"573","MANDIMA",36,38,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"574","MANDIMA",38,40,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"575","MANDIMA",38,40,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"576","MANDIMA",38,40,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"577","MANDIMA",4,6,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,5,0.0833333333333333,"expert 12 25-10-2019"
"578","MANDIMA",4,6,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,5,0.0833333333333333,"expert 7 25-10-2019"
"579","MANDIMA",4,6,"25-10-2019",4,"15","LSHTM","<2 weeks ago","<5 years",0.2,5,0.0833333333333333,"expert 15 25-10-2019"
"580","MANDIMA",40,42,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"581","MANDIMA",40,42,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"582","MANDIMA",40,42,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"583","MANDIMA",42,44,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"584","MANDIMA",42,44,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"585","MANDIMA",42,44,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"586","MANDIMA",44,46,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"587","MANDIMA",44,46,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"588","MANDIMA",44,46,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"589","MANDIMA",46,48,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"590","MANDIMA",46,48,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"591","MANDIMA",46,48,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"592","MANDIMA",48,50,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"593","MANDIMA",48,50,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"594","MANDIMA",48,50,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"595","MANDIMA",6,8,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,9,0.15,"expert 7 25-10-2019"
"596","MANDIMA",6,8,"25-10-2019",4,"15","LSHTM","<2 weeks ago","<5 years",0.2,9,0.15,"expert 15 25-10-2019"
"597","MANDIMA",6,8,"25-10-2019",4,"12","LSHTM","<2 weeks ago",">5 years",0.2,9,0.15,"expert 12 25-10-2019"
"598","MANDIMA",8,10,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,8,0.133333333333333,"expert 7 25-10-2019"
"599","MANDIMA",8,10,"25-10-2019",3,"15","LSHTM","<2 weeks ago","<5 years",0.15,8,0.133333333333333,"expert 15 25-10-2019"
"600","MANDIMA",8,10,"25-10-2019",4,"12","LSHTM","<2 weeks ago",">5 years",0.2,8,0.133333333333333,"expert 12 25-10-2019"
"601","NYANKUNDE",0,2,"25-10-2019",19,"7","LSHTM","<2 weeks ago","<5 years",0.95,46,0.766666666666667,"expert 7 25-10-2019"
"602","NYANKUNDE",0,2,"25-10-2019",11,"15","LSHTM","<2 weeks ago","<5 years",0.55,46,0.766666666666667,"expert 15 25-10-2019"
