"","HZ","date","expert","expert.date","p_cm_val","p_cm"
"78","BUTEMBO","24-02-2020",9,"expert 9 24-02-2020",0,">=10"
"79","BUTEMBO","25-02-2020",3,"expert 3 25-02-2020",0,">=10"
"80","BUTEMBO","25-02-2020",11,"expert 11 25-02-2020",0,">=10"
"81","GOMA","18-02-2020",1,"expert 1 18-02-2020",0,">=10"
"82","GOMA","18-02-2020",13,"expert 13 18-02-2020",0,">=10"
"83","GOMA","20-02-2020",8,"expert 8 20-02-2020",0,">=10"
"84","GOMA","21-02-2020",4,"expert 4 21-02-2020",0,">=10"
"85","GOMA","21-02-2020",5,"expert 5 21-02-2020",0,">=10"
"86","GOMA","24-02-2020",9,"expert 9 24-02-2020",0,">=10"
"87","GOMA","25-02-2020",3,"expert 3 25-02-2020",0,">=10"
"88","GOMA","25-02-2020",11,"expert 11 25-02-2020",0,">=10"
"89","MANDIMA","18-02-2020",1,"expert 1 18-02-2020",0,">=10"
"90","MANDIMA","18-02-2020",13,"expert 13 18-02-2020",0,">=10"
"91","MANDIMA","20-02-2020",8,"expert 8 20-02-2020",0.1,">=10"
"92","MANDIMA","21-02-2020",4,"expert 4 21-02-2020",0,">=10"
"93","MANDIMA","21-02-2020",5,"expert 5 21-02-2020",0,">=10"
"94","MANDIMA","24-02-2020",9,"expert 9 24-02-2020",0,">=10"
"95","MANDIMA","25-02-2020",3,"expert 3 25-02-2020",0,">=10"
"96","MANDIMA","25-02-2020",11,"expert 11 25-02-2020",0,">=10"
"97","BENI","18-02-2020",1,"expert 1 18-02-2020",0,">=20"
"98","BENI","18-02-2020",13,"expert 13 18-02-2020",0,">=20"
"99","BENI","20-02-2020",8,"expert 8 20-02-2020",0,">=20"
"100","BENI","21-02-2020",4,"expert 4 21-02-2020",0,">=20"
"101","BENI","21-02-2020",5,"expert 5 21-02-2020",0,">=20"
"102","BENI","24-02-2020",9,"expert 9 24-02-2020",0,">=20"
"103","BENI","25-02-2020",3,"expert 3 25-02-2020",0,">=20"
"104","BENI","25-02-2020",11,"expert 11 25-02-2020",0,">=20"
"105","BUTEMBO","18-02-2020",1,"expert 1 18-02-2020",0,">=20"
"106","BUTEMBO","18-02-2020",13,"expert 13 18-02-2020",0,">=20"
"107","BUTEMBO","20-02-2020",8,"expert 8 20-02-2020",0,">=20"
"108","BUTEMBO","21-02-2020",4,"expert 4 21-02-2020",0,">=20"
"109","BUTEMBO","21-02-2020",5,"expert 5 21-02-2020",0,">=20"
"110","BUTEMBO","24-02-2020",9,"expert 9 24-02-2020",0,">=20"
"111","BUTEMBO","25-02-2020",3,"expert 3 25-02-2020",0,">=20"
"112","BUTEMBO","25-02-2020",11,"expert 11 25-02-2020",0,">=20"
"113","GOMA","18-02-2020",1,"expert 1 18-02-2020",0,">=20"
"114","GOMA","18-02-2020",13,"expert 13 18-02-2020",0,">=20"
"115","GOMA","20-02-2020",8,"expert 8 20-02-2020",0,">=20"
"116","GOMA","21-02-2020",4,"expert 4 21-02-2020",0,">=20"
"117","GOMA","21-02-2020",5,"expert 5 21-02-2020",0,">=20"
"118","GOMA","24-02-2020",9,"expert 9 24-02-2020",0,">=20"
"119","GOMA","25-02-2020",3,"expert 3 25-02-2020",0,">=20"
"120","GOMA","25-02-2020",11,"expert 11 25-02-2020",0,">=20"
"121","MANDIMA","18-02-2020",1,"expert 1 18-02-2020",0,">=20"
"122","MANDIMA","18-02-2020",13,"expert 13 18-02-2020",0,">=20"
"123","MANDIMA","20-02-2020",8,"expert 8 20-02-2020",0,">=20"
"124","MANDIMA","21-02-2020",4,"expert 4 21-02-2020",0,">=20"
"125","MANDIMA","21-02-2020",5,"expert 5 21-02-2020",0,">=20"
"126","MANDIMA","24-02-2020",9,"expert 9 24-02-2020",0,">=20"
"127","MANDIMA","25-02-2020",3,"expert 3 25-02-2020",0,">=20"
"128","MANDIMA","25-02-2020",11,"expert 11 25-02-2020",0,">=20"
